Edad;Sexo;Periodo;Total
De 40 a 44 años;Ambos sexos;2023T4;89,39
De 40 a 44 años;Ambos sexos;2023T3;89,22
De 40 a 44 años;Ambos sexos;2023T2;89,23
De 40 a 44 años;Ambos sexos;2023T1;89,52
De 40 a 44 años;Ambos sexos;2022T4;89,99
De 40 a 44 años;Ambos sexos;2022T3;89,13
De 40 a 44 años;Ambos sexos;2022T2;89,34
De 40 a 44 años;Ambos sexos;2022T1;89,19
De 40 a 44 años;Ambos sexos;2021T4;89,87
De 40 a 44 años;Ambos sexos;2021T3;90,15
De 40 a 44 años;Ambos sexos;2021T2;89,82
De 40 a 44 años;Ambos sexos;2021T1;87,94
De 40 a 44 años;Ambos sexos;2020T4;89,09
De 40 a 44 años;Ambos sexos;2020T3;88,21
De 40 a 44 años;Ambos sexos;2020T2;85,6
De 40 a 44 años;Ambos sexos;2020T1;89,11
De 40 a 44 años;Ambos sexos;2019T4;89,98
De 40 a 44 años;Ambos sexos;2019T3;89,21
De 40 a 44 años;Ambos sexos;2019T2;89,39
De 40 a 44 años;Ambos sexos;2019T1;89,14
De 40 a 44 años;Ambos sexos;2018T4;89,63
De 40 a 44 años;Ambos sexos;2018T3;89,71
De 40 a 44 años;Ambos sexos;2018T2;89,63
De 40 a 44 años;Ambos sexos;2018T1;89,99
De 40 a 44 años;Ambos sexos;2017T4;89,66
De 40 a 44 años;Ambos sexos;2017T3;89,02
De 40 a 44 años;Ambos sexos;2017T2;89,9
De 40 a 44 años;Ambos sexos;2017T1;90,06
De 40 a 44 años;Ambos sexos;2016T4;89,82
De 40 a 44 años;Ambos sexos;2016T3;89,41
De 40 a 44 años;Ambos sexos;2016T2;89,81
De 40 a 44 años;Ambos sexos;2016T1;89,47
De 40 a 44 años;Ambos sexos;2015T4;88,9
De 40 a 44 años;Ambos sexos;2015T3;88,14
De 40 a 44 años;Ambos sexos;2015T2;89,58
De 40 a 44 años;Ambos sexos;2015T1;88,92
De 40 a 44 años;Ambos sexos;2014T4;89,3
De 40 a 44 años;Ambos sexos;2014T3;88,22
De 40 a 44 años;Ambos sexos;2014T2;88,42
De 40 a 44 años;Ambos sexos;2014T1;88,02
De 40 a 44 años;Ambos sexos;2013T4;88,88
De 40 a 44 años;Ambos sexos;2013T3;87,8
De 40 a 44 años;Ambos sexos;2013T2;87,9
De 40 a 44 años;Ambos sexos;2013T1;87,83
De 40 a 44 años;Ambos sexos;2012T4;87,87
De 40 a 44 años;Ambos sexos;2012T3;87,26
De 40 a 44 años;Ambos sexos;2012T2;87,48
De 40 a 44 años;Ambos sexos;2012T1;87,83
De 40 a 44 años;Ambos sexos;2011T4;87,25
De 40 a 44 años;Ambos sexos;2011T3;86,69
De 40 a 44 años;Ambos sexos;2011T2;86,76
De 40 a 44 años;Ambos sexos;2011T1;86,65
De 40 a 44 años;Ambos sexos;2010T4;86,46
De 40 a 44 años;Ambos sexos;2010T3;85,42
De 40 a 44 años;Ambos sexos;2010T2;86,41
De 40 a 44 años;Ambos sexos;2010T1;86,09
De 40 a 44 años;Ambos sexos;2009T4;86,25
De 40 a 44 años;Ambos sexos;2009T3;85,22
De 40 a 44 años;Ambos sexos;2009T2;85,18
De 40 a 44 años;Ambos sexos;2009T1;85,37
De 40 a 44 años;Ambos sexos;2008T4;85,17
De 40 a 44 años;Ambos sexos;2008T3;83,6
De 40 a 44 años;Ambos sexos;2008T2;84,27
De 40 a 44 años;Ambos sexos;2008T1;83,9
De 40 a 44 años;Ambos sexos;2007T4;83,37
De 40 a 44 años;Ambos sexos;2007T3;82,7
De 40 a 44 años;Ambos sexos;2007T2;83,75
De 40 a 44 años;Ambos sexos;2007T1;83,54
De 40 a 44 años;Ambos sexos;2006T4;82,56
De 40 a 44 años;Ambos sexos;2006T3;81,81
De 40 a 44 años;Ambos sexos;2006T2;81,89
De 40 a 44 años;Ambos sexos;2006T1;81,99
De 40 a 44 años;Ambos sexos;2005T4;81,58
De 40 a 44 años;Ambos sexos;2005T3;80,77
De 40 a 44 años;Ambos sexos;2005T2;81,98
De 40 a 44 años;Ambos sexos;2005T1;81,14
De 40 a 44 años;Ambos sexos;2004T4;81,42
De 40 a 44 años;Ambos sexos;2004T3;80,93
De 40 a 44 años;Ambos sexos;2004T2;80,93
De 40 a 44 años;Ambos sexos;2004T1;80,64
De 40 a 44 años;Ambos sexos;2003T4;81,07
De 40 a 44 años;Ambos sexos;2003T3;80,55
De 40 a 44 años;Ambos sexos;2003T2;80,36
De 40 a 44 años;Ambos sexos;2003T1;79,46
De 40 a 44 años;Ambos sexos;2002T4;79,75
De 40 a 44 años;Ambos sexos;2002T3;78,64
De 40 a 44 años;Ambos sexos;2002T2;78,59
De 40 a 44 años;Ambos sexos;2002T1;78,34
De 40 a 44 años;Hombres;2025T4;94,27
De 40 a 44 años;Hombres;2025T3;94,08
De 40 a 44 años;Hombres;2025T2;94,57
De 40 a 44 años;Hombres;2025T1;92,51
De 40 a 44 años;Hombres;2024T4;92,75
De 40 a 44 años;Hombres;2024T3;93,3
De 40 a 44 años;Hombres;2024T2;93,38
De 40 a 44 años;Hombres;2024T1;93,59
De 40 a 44 años;Hombres;2023T4;93,38
De 40 a 44 años;Hombres;2023T3;93,57
De 40 a 44 años;Hombres;2023T2;93,7
De 40 a 44 años;Hombres;2023T1;93,43
De 40 a 44 años;Hombres;2022T4;94,29
De 40 a 44 años;Hombres;2022T3;93,68
De 40 a 44 años;Hombres;2022T2;94,05
De 40 a 44 años;Hombres;2022T1;93,59
De 40 a 44 años;Hombres;2021T4;93,79
De 40 a 44 años;Hombres;2021T3;94,02
De 40 a 44 años;Hombres;2021T2;93,87
De 40 a 44 años;Hombres;2021T1;91,97
De 40 a 44 años;Hombres;2020T4;92,82
De 40 a 44 años;Hombres;2020T3;92,94
De 40 a 44 años;Hombres;2020T2;90,58
De 40 a 44 años;Hombres;2020T1;93,25
De 40 a 44 años;Hombres;2019T4;94,18
De 40 a 44 años;Hombres;2019T3;93,4
De 40 a 44 años;Hombres;2019T2;94,08
De 40 a 44 años;Hombres;2019T1;93,59
De 40 a 44 años;Hombres;2018T4;93,92
De 40 a 44 años;Hombres;2018T3;94,61
De 40 a 44 años;Hombres;2018T2;94,51
De 40 a 44 años;Hombres;2018T1;94,29
De 40 a 44 años;Hombres;2017T4;94,18
De 40 a 44 años;Hombres;2017T3;93,75
De 40 a 44 años;Hombres;2017T2;94
De 40 a 44 años;Hombres;2017T1;94,4
De 40 a 44 años;Hombres;2016T4;94,48
De 40 a 44 años;Hombres;2016T3;94,11
De 40 a 44 años;Hombres;2016T2;94,51
De 40 a 44 años;Hombres;2016T1;94,62
De 40 a 44 años;Hombres;2015T4;94,31
De 40 a 44 años;Hombres;2015T3;94,79
De 40 a 44 años;Hombres;2015T2;94,79
De 40 a 44 años;Hombres;2015T1;94,24
De 40 a 44 años;Hombres;2014T4;94,56
De 40 a 44 años;Hombres;2014T3;94,12
De 40 a 44 años;Hombres;2014T2;94,02
De 40 a 44 años;Hombres;2014T1;93,35
De 40 a 44 años;Hombres;2013T4;93,96
De 40 a 44 años;Hombres;2013T3;93,52
De 40 a 44 años;Hombres;2013T2;93,28
De 40 a 44 años;Hombres;2013T1;93,64
De 40 a 44 años;Hombres;2012T4;93,53
De 40 a 44 años;Hombres;2012T3;93,37
De 40 a 44 años;Hombres;2012T2;93,91
De 40 a 44 años;Hombres;2012T1;93,83
De 40 a 44 años;Hombres;2011T4;94,08
De 40 a 44 años;Hombres;2011T3;93,91
De 40 a 44 años;Hombres;2011T2;94,09
De 40 a 44 años;Hombres;2011T1;93,99
De 40 a 44 años;Hombres;2010T4;94,11
De 40 a 44 años;Hombres;2010T3;94,07
De 40 a 44 años;Hombres;2010T2;94,74
De 40 a 44 años;Hombres;2010T1;93,86
De 40 a 44 años;Hombres;2009T4;93,55
De 40 a 44 años;Hombres;2009T3;92,87
De 40 a 44 años;Hombres;2009T2;93,26
De 40 a 44 años;Hombres;2009T1;93,86
De 40 a 44 años;Hombres;2008T4;93,51
De 40 a 44 años;Hombres;2008T3;93,16
De 40 a 44 años;Hombres;2008T2;93,97
De 40 a 44 años;Hombres;2008T1;93,57
De 40 a 44 años;Hombres;2007T4;93,3
De 40 a 44 años;Hombres;2007T3;93,23
De 40 a 44 años;Hombres;2007T2;93,99
De 40 a 44 años;Hombres;2007T1;93,52
De 40 a 44 años;Hombres;2006T4;93,1
De 40 a 44 años;Hombres;2006T3;92,78
De 40 a 44 años;Hombres;2006T2;93,03
De 40 a 44 años;Hombres;2006T1;93,92
De 40 a 44 años;Hombres;2005T4;93,16
De 40 a 44 años;Hombres;2005T3;93,27
De 40 a 44 años;Hombres;2005T2;93,81
De 40 a 44 años;Hombres;2005T1;93,95
De 40 a 44 años;Hombres;2004T4;93,91
De 40 a 44 años;Hombres;2004T3;93,89
De 40 a 44 años;Hombres;2004T2;94,07
De 40 a 44 años;Hombres;2004T1;93,99
De 40 a 44 años;Hombres;2003T4;94,78
De 40 a 44 años;Hombres;2003T3;94,69
De 40 a 44 años;Hombres;2003T2;94,82
De 40 a 44 años;Hombres;2003T1;94,16
De 40 a 44 años;Hombres;2002T4;94,25
De 40 a 44 años;Hombres;2002T3;93,99
De 40 a 44 años;Hombres;2002T2;93,71
De 40 a 44 años;Hombres;2002T1;93,77
De 40 a 44 años;Mujeres;2025T4;86,37
De 40 a 44 años;Mujeres;2025T3;85,91
De 40 a 44 años;Mujeres;2025T2;85,65
De 40 a 44 años;Mujeres;2025T1;86,07
De 40 a 44 años;Mujeres;2024T4;84,8
De 40 a 44 años;Mujeres;2024T3;85,1
De 40 a 44 años;Mujeres;2024T2;85,46
De 40 a 44 años;Mujeres;2024T1;85,59
De 40 a 44 años;Mujeres;2023T4;85,4
De 40 a 44 años;Mujeres;2023T3;84,85
De 40 a 44 años;Mujeres;2023T2;84,74
De 40 a 44 años;Mujeres;2023T1;85,6
De 40 a 44 años;Mujeres;2022T4;85,67
De 40 a 44 años;Mujeres;2022T3;84,54
De 40 a 44 años;Mujeres;2022T2;84,58
De 40 a 44 años;Mujeres;2022T1;84,73
De 40 a 44 años;Mujeres;2021T4;85,88
De 40 a 44 años;Mujeres;2021T3;86,21
De 40 a 44 años;Mujeres;2021T2;85,7
De 40 a 44 años;Mujeres;2021T1;83,83
De 40 a 44 años;Mujeres;2020T4;85,36
De 40 a 44 años;Mujeres;2020T3;83,45
De 40 a 44 años;Mujeres;2020T2;80,58
De 40 a 44 años;Mujeres;2020T1;84,92
De 40 a 44 años;Mujeres;2019T4;85,72
De 40 a 44 años;Mujeres;2019T3;84,95
De 40 a 44 años;Mujeres;2019T2;84,63
De 40 a 44 años;Mujeres;2019T1;84,61
De 40 a 44 años;Mujeres;2018T4;85,26
De 40 a 44 años;Mujeres;2018T3;84,71
De 40 a 44 años;Mujeres;2018T2;84,64
De 40 a 44 años;Mujeres;2018T1;85,59
De 40 a 44 años;Mujeres;2017T4;85,02
De 40 a 44 años;Mujeres;2017T3;84,16
De 40 a 44 años;Mujeres;2017T2;85,68
De 40 a 44 años;Mujeres;2017T1;85,59
De 40 a 44 años;Mujeres;2016T4;85,02
De 40 a 44 años;Mujeres;2016T3;84,57
De 40 a 44 años;Mujeres;2016T2;84,96
De 40 a 44 años;Mujeres;2016T1;84,15
De 40 a 44 años;Mujeres;2015T4;83,32
De 40 a 44 años;Mujeres;2015T3;81,28
De 40 a 44 años;Mujeres;2015T2;84,2
De 40 a 44 años;Mujeres;2015T1;83,42
De 40 a 44 años;Mujeres;2014T4;83,85
De 40 a 44 años;Mujeres;2014T3;82,11
De 40 a 44 años;Mujeres;2014T2;82,62
De 40 a 44 años;Mujeres;2014T1;82,51
De 40 a 44 años;Mujeres;2013T4;83,61
De 40 a 44 años;Mujeres;2013T3;81,87
De 40 a 44 años;Mujeres;2013T2;82,32
De 40 a 44 años;Mujeres;2013T1;81,79
De 40 a 44 años;Mujeres;2012T4;82
De 40 a 44 años;Mujeres;2012T3;80,9
De 40 a 44 años;Mujeres;2012T2;80,8
De 40 a 44 años;Mujeres;2012T1;81,59
De 40 a 44 años;Mujeres;2011T4;80,14
De 40 a 44 años;Mujeres;2011T3;79,19
De 40 a 44 años;Mujeres;2011T2;79,14
De 40 a 44 años;Mujeres;2011T1;79,03
De 40 a 44 años;Mujeres;2010T4;78,5
De 40 a 44 años;Mujeres;2010T3;76,43
De 40 a 44 años;Mujeres;2010T2;77,75
De 40 a 44 años;Mujeres;2010T1;78,03
De 40 a 44 años;Mujeres;2009T4;78,69
De 40 a 44 años;Mujeres;2009T3;77,3
De 40 a 44 años;Mujeres;2009T2;76,82
De 40 a 44 años;Mujeres;2009T1;76,59
De 40 a 44 años;Mujeres;2008T4;76,54
De 40 a 44 años;Mujeres;2008T3;73,71
De 40 a 44 años;Mujeres;2008T2;74,25
De 40 a 44 años;Mujeres;2008T1;73,92
De 40 a 44 años;Mujeres;2007T4;73,14
De 40 a 44 años;Mujeres;2007T3;71,86
De 40 a 44 años;Mujeres;2007T2;73,23
De 40 a 44 años;Mujeres;2007T1;73,3
De 40 a 44 años;Mujeres;2006T4;71,76
De 40 a 44 años;Mujeres;2006T3;70,59
De 40 a 44 años;Mujeres;2006T2;70,52
De 40 a 44 años;Mujeres;2006T1;69,83
De 40 a 44 años;Mujeres;2005T4;69,79
De 40 a 44 años;Mujeres;2005T3;68,05
De 40 a 44 años;Mujeres;2005T2;69,97
De 40 a 44 años;Mujeres;2005T1;68,17
De 40 a 44 años;Mujeres;2004T4;68,78
De 40 a 44 años;Mujeres;2004T3;67,83
De 40 a 44 años;Mujeres;2004T2;67,68
De 40 a 44 años;Mujeres;2004T1;67,19
De 40 a 44 años;Mujeres;2003T4;67,28
De 40 a 44 años;Mujeres;2003T3;66,33
De 40 a 44 años;Mujeres;2003T2;65,84
De 40 a 44 años;Mujeres;2003T1;64,73
De 40 a 44 años;Mujeres;2002T4;65,21
De 40 a 44 años;Mujeres;2002T3;63,29
De 40 a 44 años;Mujeres;2002T2;63,48
De 40 a 44 años;Mujeres;2002T1;62,96
De 45 a 49 años;Ambos sexos;2025T4;88,35
De 45 a 49 años;Ambos sexos;2025T3;89,11
De 45 a 49 años;Ambos sexos;2025T2;88,96
De 45 a 49 años;Ambos sexos;2025T1;88,52
De 45 a 49 años;Ambos sexos;2024T4;88,66
De 45 a 49 años;Ambos sexos;2024T3;88,52
De 45 a 49 años;Ambos sexos;2024T2;88,88
De 45 a 49 años;Ambos sexos;2024T1;88,5
De 45 a 49 años;Ambos sexos;2023T4;88,55
De 45 a 49 años;Ambos sexos;2023T3;87,89
De 45 a 49 años;Ambos sexos;2023T2;88,29
De 45 a 49 años;Ambos sexos;2023T1;88,15
De 45 a 49 años;Ambos sexos;2022T4;88,5
De 45 a 49 años;Ambos sexos;2022T3;87,88
De 45 a 49 años;Ambos sexos;2022T2;87,88
De 45 a 49 años;Ambos sexos;2022T1;88,27
De 45 a 49 años;Ambos sexos;2021T4;88,37
De 45 a 49 años;Ambos sexos;2021T3;87,39
De 45 a 49 años;Ambos sexos;2021T2;87,15
De 45 a 49 años;Ambos sexos;2021T1;86,95
De 45 a 49 años;Ambos sexos;2020T4;87,32
De 45 a 49 años;Ambos sexos;2020T3;86,33
De 45 a 49 años;Ambos sexos;2020T2;83,93
De 45 a 49 años;Ambos sexos;2020T1;86,33
De 45 a 49 años;Ambos sexos;2019T4;86,96
De 45 a 49 años;Ambos sexos;2019T3;86,61
De 45 a 49 años;Ambos sexos;2019T2;87,38
De 45 a 49 años;Ambos sexos;2019T1;87,05
De 45 a 49 años;Ambos sexos;2018T4;86,44
De 45 a 49 años;Ambos sexos;2018T3;86,15
De 45 a 49 años;Ambos sexos;2018T2;87,21
De 45 a 49 años;Ambos sexos;2018T1;86,68
De 45 a 49 años;Ambos sexos;2017T4;86,35
De 45 a 49 años;Ambos sexos;2017T3;85,84
De 45 a 49 años;Ambos sexos;2017T2;85,88
De 45 a 49 años;Ambos sexos;2017T1;86,31
De 45 a 49 años;Ambos sexos;2016T4;86,42
De 45 a 49 años;Ambos sexos;2016T3;86,18
De 45 a 49 años;Ambos sexos;2016T2;86,84
De 45 a 49 años;Ambos sexos;2016T1;86,46
De 45 a 49 años;Ambos sexos;2015T4;86,36
De 45 a 49 años;Ambos sexos;2015T3;85,75
De 45 a 49 años;Ambos sexos;2015T2;86,47
De 45 a 49 años;Ambos sexos;2015T1;85,8
De 45 a 49 años;Ambos sexos;2014T4;85,71
De 45 a 49 años;Ambos sexos;2014T3;85,27
De 45 a 49 años;Ambos sexos;2014T2;86,13
De 45 a 49 años;Ambos sexos;2014T1;85,23
De 45 a 49 años;Ambos sexos;2013T4;85,06
De 45 a 49 años;Ambos sexos;2013T3;85,17
De 45 a 49 años;Ambos sexos;2013T2;86,03
De 45 a 49 años;Ambos sexos;2013T1;85,57
De 45 a 49 años;Ambos sexos;2012T4;85,89
De 45 a 49 años;Ambos sexos;2012T3;85,1
De 45 a 49 años;Ambos sexos;2012T2;85,34
De 45 a 49 años;Ambos sexos;2012T1;85,05
De 45 a 49 años;Ambos sexos;2011T4;84,71
De 45 a 49 años;Ambos sexos;2011T3;83,46
De 45 a 49 años;Ambos sexos;2011T2;83,95
De 45 a 49 años;Ambos sexos;2011T1;84,09
De 45 a 49 años;Ambos sexos;2010T4;83,63
De 45 a 49 años;Ambos sexos;2010T3;83,34
De 45 a 49 años;Ambos sexos;2010T2;83,89
De 45 a 49 años;Ambos sexos;2010T1;83,4
De 45 a 49 años;Ambos sexos;2009T4;82,59
De 45 a 49 años;Ambos sexos;2009T3;82,27
De 45 a 49 años;Ambos sexos;2009T2;82,93
De 45 a 49 años;Ambos sexos;2009T1;82,77
De 45 a 49 años;Ambos sexos;2008T4;81,94
De 45 a 49 años;Ambos sexos;2008T3;81,2
De 45 a 49 años;Ambos sexos;2008T2;81,36
De 45 a 49 años;Ambos sexos;2008T1;80,6
De 45 a 49 años;Ambos sexos;2007T4;80,3
De 45 a 49 años;Ambos sexos;2007T3;79,79
De 45 a 49 años;Ambos sexos;2007T2;79,99
De 45 a 49 años;Ambos sexos;2007T1;79,98
De 45 a 49 años;Ambos sexos;2006T4;79,52
De 45 a 49 años;Ambos sexos;2006T3;79,14
De 45 a 49 años;Ambos sexos;2006T2;79,14
De 45 a 49 años;Ambos sexos;2006T1;78,62
De 45 a 49 años;Ambos sexos;2005T4;78,59
De 45 a 49 años;Ambos sexos;2005T3;77,08
De 45 a 49 años;Ambos sexos;2005T2;77,65
De 45 a 49 años;Ambos sexos;2005T1;76,28
De 45 a 49 años;Ambos sexos;2004T4;77,36
De 45 a 49 años;Ambos sexos;2004T3;76,35
De 45 a 49 años;Ambos sexos;2004T2;76,29
De 45 a 49 años;Ambos sexos;2004T1;76,31
De 45 a 49 años;Ambos sexos;2003T4;76,13
De 45 a 49 años;Ambos sexos;2003T3;75,69
De 45 a 49 años;Ambos sexos;2003T2;75,58
De 45 a 49 años;Ambos sexos;2003T1;75,77
De 45 a 49 años;Ambos sexos;2002T4;75,15
De 45 a 49 años;Ambos sexos;2002T3;75,22
De 45 a 49 años;Ambos sexos;2002T2;74,9
De 45 a 49 años;Ambos sexos;2002T1;73,87
De 45 a 49 años;Hombres;2025T4;92,94
De 45 a 49 años;Hombres;2025T3;93,38
De 45 a 49 años;Hombres;2025T2;93,18
De 45 a 49 años;Hombres;2025T1;92,98
De 45 a 49 años;Hombres;2024T4;92,73
De 45 a 49 años;Hombres;2024T3;92,07
De 45 a 49 años;Hombres;2024T2;91,48
De 45 a 49 años;Hombres;2024T1;91,69
De 45 a 49 años;Hombres;2023T4;92,4
De 45 a 49 años;Hombres;2023T3;91,28
De 45 a 49 años;Hombres;2023T2;92,54
De 45 a 49 años;Hombres;2023T1;92,29
De 45 a 49 años;Hombres;2022T4;92,76
De 45 a 49 años;Hombres;2022T3;92,56
De 45 a 49 años;Hombres;2022T2;92,9
De 45 a 49 años;Hombres;2022T1;92,97
De 45 a 49 años;Hombres;2021T4;93,41
De 45 a 49 años;Hombres;2021T3;92,87
De 45 a 49 años;Hombres;2021T2;91,59
De 45 a 49 años;Hombres;2021T1;91,52
De 45 a 49 años;Hombres;2020T4;91,95
De 45 a 49 años;Hombres;2020T3;91,75
De 45 a 49 años;Hombres;2020T2;90,1
De 45 a 49 años;Hombres;2020T1;91,19
De 45 a 49 años;Hombres;2019T4;92,52
De 45 a 49 años;Hombres;2019T3;92,32
De 45 a 49 años;Hombres;2019T2;92,6
De 45 a 49 años;Hombres;2019T1;92,21
De 45 a 49 años;Hombres;2018T4;91,95
De 45 a 49 años;Hombres;2018T3;92,1
De 45 a 49 años;Hombres;2018T2;92,66
De 45 a 49 años;Hombres;2018T1;92,12
De 45 a 49 años;Hombres;2017T4;91,82
De 45 a 49 años;Hombres;2017T3;91,53
De 45 a 49 años;Hombres;2017T2;91,85
De 45 a 49 años;Hombres;2017T1;91,71
De 45 a 49 años;Hombres;2016T4;91,73
De 45 a 49 años;Hombres;2016T3;92,18
De 45 a 49 años;Hombres;2016T2;92,51
De 45 a 49 años;Hombres;2016T1;92,33
De 45 a 49 años;Hombres;2015T4;92,16
De 45 a 49 años;Hombres;2015T3;91,85
De 45 a 49 años;Hombres;2015T2;92,91
De 45 a 49 años;Hombres;2015T1;91,9
De 45 a 49 años;Hombres;2014T4;92,34
De 45 a 49 años;Hombres;2014T3;92,34
De 45 a 49 años;Hombres;2014T2;92,46
De 45 a 49 años;Hombres;2014T1;91,7
De 45 a 49 años;Hombres;2013T4;91,73
De 45 a 49 años;Hombres;2013T3;92,05
De 45 a 49 años;Hombres;2013T2;91,85
De 45 a 49 años;Hombres;2013T1;91,9
De 45 a 49 años;Hombres;2012T4;92,18
De 45 a 49 años;Hombres;2012T3;92,41
De 45 a 49 años;Hombres;2012T2;92,46
De 45 a 49 años;Hombres;2012T1;91,93
De 45 a 49 años;Hombres;2011T4;92,39
De 45 a 49 años;Hombres;2011T3;91,75
De 45 a 49 años;Hombres;2011T2;91,53
De 45 a 49 años;Hombres;2011T1;91,56
De 45 a 49 años;Hombres;2010T4;91,35
De 45 a 49 años;Hombres;2010T3;92,01
De 45 a 49 años;Hombres;2010T2;92,12
De 45 a 49 años;Hombres;2010T1;92,07
De 45 a 49 años;Hombres;2009T4;91,71
De 45 a 49 años;Hombres;2009T3;91,84
De 45 a 49 años;Hombres;2009T2;92,46
De 45 a 49 años;Hombres;2009T1;92,54
De 45 a 49 años;Hombres;2008T4;91,83
De 45 a 49 años;Hombres;2008T3;92,26
De 45 a 49 años;Hombres;2008T2;92,76
De 45 a 49 años;Hombres;2008T1;91,74
De 45 a 49 años;Hombres;2007T4;91,81
De 45 a 49 años;Hombres;2007T3;91,65
De 45 a 49 años;Hombres;2007T2;92,1
De 45 a 49 años;Hombres;2007T1;92,38
De 45 a 49 años;Hombres;2006T4;92,5
De 45 a 49 años;Hombres;2006T3;92,81
De 45 a 49 años;Hombres;2006T2;92,67
De 45 a 49 años;Hombres;2006T1;92,45
De 45 a 49 años;Hombres;2005T4;92,53
De 45 a 49 años;Hombres;2005T3;92,06
De 45 a 49 años;Hombres;2005T2;91,72
De 45 a 49 años;Hombres;2005T1;90,32
De 45 a 49 años;Hombres;2004T4;91,69
De 45 a 49 años;Hombres;2004T3;91,59
De 45 a 49 años;Hombres;2004T2;91,48
De 45 a 49 años;Hombres;2004T1;91,27
De 45 a 49 años;Hombres;2003T4;91,79
De 45 a 49 años;Hombres;2003T3;91,82
De 45 a 49 años;Hombres;2003T2;91,33
De 45 a 49 años;Hombres;2003T1;91,77
De 45 a 49 años;Hombres;2002T4;91,36
De 45 a 49 años;Hombres;2002T3;91,7
De 45 a 49 años;Hombres;2002T2;91,49
De 45 a 49 años;Hombres;2002T1;91,54
De 45 a 49 años;Mujeres;2025T4;83,73
De 45 a 49 años;Mujeres;2025T3;84,8
De 45 a 49 años;Mujeres;2025T2;84,69
De 45 a 49 años;Mujeres;2025T1;84,02
De 45 a 49 años;Mujeres;2024T4;84,53
De 45 a 49 años;Mujeres;2024T3;84,93
De 45 a 49 años;Mujeres;2024T2;86,24
De 45 a 49 años;Mujeres;2024T1;85,26
De 45 a 49 años;Mujeres;2023T4;84,65
De 45 a 49 años;Mujeres;2023T3;84,45
De 45 a 49 años;Mujeres;2023T2;83,97
De 45 a 49 años;Mujeres;2023T1;83,95
De 45 a 49 años;Mujeres;2022T4;84,16
De 45 a 49 años;Mujeres;2022T3;83,11
De 45 a 49 años;Mujeres;2022T2;82,77
De 45 a 49 años;Mujeres;2022T1;83,48
De 45 a 49 años;Mujeres;2021T4;83,21
De 45 a 49 años;Mujeres;2021T3;81,8
De 45 a 49 años;Mujeres;2021T2;82,61
De 45 a 49 años;Mujeres;2021T1;82,28
De 45 a 49 años;Mujeres;2020T4;82,63
De 45 a 49 años;Mujeres;2020T3;80,84
De 45 a 49 años;Mujeres;2020T2;77,67
De 45 a 49 años;Mujeres;2020T1;81,41
De 45 a 49 años;Mujeres;2019T4;81,32
De 45 a 49 años;Mujeres;2019T3;80,8
De 45 a 49 años;Mujeres;2019T2;82,07
De 45 a 49 años;Mujeres;2019T1;81,81
De 45 a 49 años;Mujeres;2018T4;80,83
De 45 a 49 años;Mujeres;2018T3;80,1
De 45 a 49 años;Mujeres;2018T2;81,67
De 45 a 49 años;Mujeres;2018T1;81,14
De 45 a 49 años;Mujeres;2017T4;80,78
De 45 a 49 años;Mujeres;2017T3;80,06
De 45 a 49 años;Mujeres;2017T2;79,82
De 45 a 49 años;Mujeres;2017T1;80,83
De 45 a 49 años;Mujeres;2016T4;81,02
De 45 a 49 años;Mujeres;2016T3;80,09
De 45 a 49 años;Mujeres;2016T2;81,08
De 45 a 49 años;Mujeres;2016T1;80,5
De 45 a 49 años;Mujeres;2015T4;80,46
De 45 a 49 años;Mujeres;2015T3;79,57
De 45 a 49 años;Mujeres;2015T2;79,94
De 45 a 49 años;Mujeres;2015T1;79,61
De 45 a 49 años;Mujeres;2014T4;78,99
De 45 a 49 años;Mujeres;2014T3;78,09
De 45 a 49 años;Mujeres;2014T2;79,72
De 45 a 49 años;Mujeres;2014T1;78,67
De 45 a 49 años;Mujeres;2013T4;78,32
De 45 a 49 años;Mujeres;2013T3;78,2
De 45 a 49 años;Mujeres;2013T2;80,13
De 45 a 49 años;Mujeres;2013T1;79,17
De 45 a 49 años;Mujeres;2012T4;79,53
De 45 a 49 años;Mujeres;2012T3;77,7
De 45 a 49 años;Mujeres;2012T2;78,13
De 45 a 49 años;Mujeres;2012T1;78,07
De 45 a 49 años;Mujeres;2011T4;76,92
De 45 a 49 años;Mujeres;2011T3;75,06
De 45 a 49 años;Mujeres;2011T2;76,27
De 45 a 49 años;Mujeres;2011T1;76,53
De 45 a 49 años;Mujeres;2010T4;75,83
De 45 a 49 años;Mujeres;2010T3;74,57
De 45 a 49 años;Mujeres;2010T2;75,57
De 45 a 49 años;Mujeres;2010T1;74,63
De 45 a 49 años;Mujeres;2009T4;73,38
De 45 a 49 años;Mujeres;2009T3;72,61
De 45 a 49 años;Mujeres;2009T2;73,31
De 45 a 49 años;Mujeres;2009T1;72,92
De 45 a 49 años;Mujeres;2008T4;71,97
De 45 a 49 años;Mujeres;2008T3;70,04
De 45 a 49 años;Mujeres;2008T2;69,88
De 45 a 49 años;Mujeres;2008T1;69,39
De 45 a 49 años;Mujeres;2007T4;68,73
De 45 a 49 años;Mujeres;2007T3;67,89
De 45 a 49 años;Mujeres;2007T2;67,86
De 45 a 49 años;Mujeres;2007T1;67,57
De 45 a 49 años;Mujeres;2006T4;66,54
De 45 a 49 años;Mujeres;2006T3;65,47
De 45 a 49 años;Mujeres;2006T2;65,62
De 45 a 49 años;Mujeres;2006T1;64,8
