Edad;Sexo;Unidad;Periodo;Total
De 25 a 29 años;Hombres;Porcentaje;2017T3;2,5
De 25 a 29 años;Hombres;Porcentaje;2017T2;2,4
De 25 a 29 años;Hombres;Porcentaje;2017T1;2,6
De 25 a 29 años;Hombres;Porcentaje;2016T4;2,5
De 25 a 29 años;Hombres;Porcentaje;2016T3;2,3
De 25 a 29 años;Hombres;Porcentaje;2016T2;2,5
De 25 a 29 años;Hombres;Porcentaje;2016T1;2,6
De 25 a 29 años;Hombres;Porcentaje;2015T4;2,5
De 25 a 29 años;Hombres;Porcentaje;2015T3;2,4
De 25 a 29 años;Hombres;Porcentaje;2015T2;2,6
De 25 a 29 años;Hombres;Porcentaje;2015T1;2,3
De 25 a 29 años;Hombres;Porcentaje;2014T4;2,1
De 25 a 29 años;Hombres;Porcentaje;2014T3;2,1
De 25 a 29 años;Hombres;Porcentaje;2014T2;2,3
De 25 a 29 años;Hombres;Porcentaje;2014T1;2,4
De 25 a 29 años;Hombres;Porcentaje;2013T4;2,4
De 25 a 29 años;Hombres;Porcentaje;2013T3;2,2
De 25 a 29 años;Hombres;Porcentaje;2013T2;2,3
De 25 a 29 años;Hombres;Porcentaje;2013T1;2,4
De 25 a 29 años;Hombres;Porcentaje;2012T4;2,2
De 25 a 29 años;Hombres;Porcentaje;2012T3;2,4
De 25 a 29 años;Hombres;Porcentaje;2012T2;2,4
De 25 a 29 años;Hombres;Porcentaje;2012T1;2,5
De 25 a 29 años;Hombres;Porcentaje;2011T4;2,6
De 25 a 29 años;Hombres;Porcentaje;2011T3;2,6
De 25 a 29 años;Hombres;Porcentaje;2011T2;2,7
De 25 a 29 años;Hombres;Porcentaje;2011T1;3,1
De 25 a 29 años;Hombres;Porcentaje;2010T4;2,9
De 25 a 29 años;Hombres;Porcentaje;2010T3;2,9
De 25 a 29 años;Hombres;Porcentaje;2010T2;3,1
De 25 a 29 años;Hombres;Porcentaje;2010T1;3,0
De 25 a 29 años;Hombres;Porcentaje;2009T4;3,0
De 25 a 29 años;Hombres;Porcentaje;2009T3;3,2
De 25 a 29 años;Hombres;Porcentaje;2009T2;3,2
De 25 a 29 años;Hombres;Porcentaje;2009T1;2,9
De 25 a 29 años;Hombres;Porcentaje;2008T4;3,2
De 25 a 29 años;Hombres;Porcentaje;2008T3;3,3
De 25 a 29 años;Hombres;Porcentaje;2008T2;3,2
De 25 a 29 años;Hombres;Porcentaje;2008T1;3,3
De 25 a 29 años;Hombres;Porcentaje;2007T4;3,2
De 25 a 29 años;Hombres;Porcentaje;2007T3;3,0
De 25 a 29 años;Hombres;Porcentaje;2007T2;3,1
De 25 a 29 años;Hombres;Porcentaje;2007T1;3,3
De 25 a 29 años;Hombres;Porcentaje;2006T4;3,1
De 25 a 29 años;Hombres;Porcentaje;2006T3;3,1
De 25 a 29 años;Hombres;Porcentaje;2006T2;3,4
De 25 a 29 años;Hombres;Porcentaje;2006T1;3,4
De 25 a 29 años;Hombres;Porcentaje;2005T4;3,4
De 25 a 29 años;Hombres;Porcentaje;2005T3;3,5
De 25 a 29 años;Hombres;Porcentaje;2005T2;3,8
De 25 a 29 años;Hombres;Porcentaje;2005T1;3,4
De 25 a 29 años;Hombres;Porcentaje;2004T4;3,4
De 25 a 29 años;Hombres;Porcentaje;2004T3;3,3
De 25 a 29 años;Hombres;Porcentaje;2004T2;3,6
De 25 a 29 años;Hombres;Porcentaje;2004T1;3,5
De 25 a 29 años;Hombres;Porcentaje;2003T4;3,4
De 25 a 29 años;Hombres;Porcentaje;2003T3;3,3
De 25 a 29 años;Hombres;Porcentaje;2003T2;3,7
De 25 a 29 años;Hombres;Porcentaje;2003T1;3,6
De 25 a 29 años;Hombres;Porcentaje;2002T4;3,6
De 25 a 29 años;Hombres;Porcentaje;2002T3;3,5
De 25 a 29 años;Hombres;Porcentaje;2002T2;3,6
De 25 a 29 años;Hombres;Porcentaje;2002T1;3,7
De 25 a 29 años;Mujeres;Valor absoluto;2026T1;261,6
De 25 a 29 años;Mujeres;Valor absoluto;2025T4;242,5
De 25 a 29 años;Mujeres;Valor absoluto;2025T3;242,5
De 25 a 29 años;Mujeres;Valor absoluto;2025T2;246,5
De 25 a 29 años;Mujeres;Valor absoluto;2025T1;214,2
De 25 a 29 años;Mujeres;Valor absoluto;2024T4;231,7
De 25 a 29 años;Mujeres;Valor absoluto;2024T3;242,7
De 25 a 29 años;Mujeres;Valor absoluto;2024T2;229,6
De 25 a 29 años;Mujeres;Valor absoluto;2024T1;226,2
De 25 a 29 años;Mujeres;Valor absoluto;2023T4;215,7
De 25 a 29 años;Mujeres;Valor absoluto;2023T3;227,2
De 25 a 29 años;Mujeres;Valor absoluto;2023T2;225,0
De 25 a 29 años;Mujeres;Valor absoluto;2023T1;233,3
De 25 a 29 años;Mujeres;Valor absoluto;2022T4;250,4
De 25 a 29 años;Mujeres;Valor absoluto;2022T3;241,3
De 25 a 29 años;Mujeres;Valor absoluto;2022T2;226,8
De 25 a 29 años;Mujeres;Valor absoluto;2022T1;215,2
De 25 a 29 años;Mujeres;Valor absoluto;2021T4;209,9
De 25 a 29 años;Mujeres;Valor absoluto;2021T3;194,8
De 25 a 29 años;Mujeres;Valor absoluto;2021T2;200,5
De 25 a 29 años;Mujeres;Valor absoluto;2021T1;223,7
De 25 a 29 años;Mujeres;Valor absoluto;2020T4;204,0
De 25 a 29 años;Mujeres;Valor absoluto;2020T3;219,6
De 25 a 29 años;Mujeres;Valor absoluto;2020T2;298,1
De 25 a 29 años;Mujeres;Valor absoluto;2020T1;241,8
De 25 a 29 años;Mujeres;Valor absoluto;2019T4;232,7
De 25 a 29 años;Mujeres;Valor absoluto;2019T3;232,3
De 25 a 29 años;Mujeres;Valor absoluto;2019T2;244,1
De 25 a 29 años;Mujeres;Valor absoluto;2019T1;259,4
De 25 a 29 años;Mujeres;Valor absoluto;2018T4;249,1
De 25 a 29 años;Mujeres;Valor absoluto;2018T3;234,0
De 25 a 29 años;Mujeres;Valor absoluto;2018T2;211,7
De 25 a 29 años;Mujeres;Valor absoluto;2018T1;215,2
De 25 a 29 años;Mujeres;Valor absoluto;2017T4;217,3
De 25 a 29 años;Mujeres;Valor absoluto;2017T3;206,3
De 25 a 29 años;Mujeres;Valor absoluto;2017T2;201,4
De 25 a 29 años;Mujeres;Valor absoluto;2017T1;216,6
De 25 a 29 años;Mujeres;Valor absoluto;2016T4;211,1
De 25 a 29 años;Mujeres;Valor absoluto;2016T3;209,2
De 25 a 29 años;Mujeres;Valor absoluto;2016T2;216,4
De 25 a 29 años;Mujeres;Valor absoluto;2016T1;224,6
De 25 a 29 años;Mujeres;Valor absoluto;2015T4;218,7
De 25 a 29 años;Mujeres;Valor absoluto;2015T3;229,4
De 25 a 29 años;Mujeres;Valor absoluto;2015T2;222,0
De 25 a 29 años;Mujeres;Valor absoluto;2015T1;225,0
De 25 a 29 años;Mujeres;Valor absoluto;2014T4;213,6
De 25 a 29 años;Mujeres;Valor absoluto;2014T3;208,0
De 25 a 29 años;Mujeres;Valor absoluto;2014T2;206,9
De 25 a 29 años;Mujeres;Valor absoluto;2014T1;211,0
De 25 a 29 años;Mujeres;Valor absoluto;2013T4;208,1
De 25 a 29 años;Mujeres;Valor absoluto;2013T3;205,9
De 25 a 29 años;Mujeres;Valor absoluto;2013T2;232,5
De 25 a 29 años;Mujeres;Valor absoluto;2013T1;216,7
De 25 a 29 años;Mujeres;Valor absoluto;2012T4;225,4
De 25 a 29 años;Mujeres;Valor absoluto;2012T3;226,6
De 25 a 29 años;Mujeres;Valor absoluto;2012T2;230,5
De 25 a 29 años;Mujeres;Valor absoluto;2012T1;242,6
De 25 a 29 años;Mujeres;Valor absoluto;2011T4;241,7
De 25 a 29 años;Mujeres;Valor absoluto;2011T3;248,5
De 25 a 29 años;Mujeres;Valor absoluto;2011T2;242,8
De 25 a 29 años;Mujeres;Valor absoluto;2011T1;252,9
De 25 a 29 años;Mujeres;Valor absoluto;2010T4;239,6
De 25 a 29 años;Mujeres;Valor absoluto;2010T3;239,5
De 25 a 29 años;Mujeres;Valor absoluto;2010T2;249,1
De 25 a 29 años;Mujeres;Valor absoluto;2010T1;241,4
De 25 a 29 años;Mujeres;Valor absoluto;2009T4;256,9
De 25 a 29 años;Mujeres;Valor absoluto;2009T3;286,1
De 25 a 29 años;Mujeres;Valor absoluto;2009T2;279,2
De 25 a 29 años;Mujeres;Valor absoluto;2009T1;270,0
De 25 a 29 años;Mujeres;Valor absoluto;2008T4;273,6
De 25 a 29 años;Mujeres;Valor absoluto;2008T3;289,0
De 25 a 29 años;Mujeres;Valor absoluto;2008T2;297,1
De 25 a 29 años;Mujeres;Valor absoluto;2008T1;305,2
De 25 a 29 años;Mujeres;Valor absoluto;2007T4;315,2
De 25 a 29 años;Mujeres;Valor absoluto;2007T3;330,8
De 25 a 29 años;Mujeres;Valor absoluto;2007T2;332,5
De 25 a 29 años;Mujeres;Valor absoluto;2007T1;327,4
De 25 a 29 años;Mujeres;Valor absoluto;2006T4;322,2
De 25 a 29 años;Mujeres;Valor absoluto;2006T3;330,9
De 25 a 29 años;Mujeres;Valor absoluto;2006T2;335,0
De 25 a 29 años;Mujeres;Valor absoluto;2006T1;339,4
De 25 a 29 años;Mujeres;Valor absoluto;2005T4;346,6
De 25 a 29 años;Mujeres;Valor absoluto;2005T3;356,7
De 25 a 29 años;Mujeres;Valor absoluto;2005T2;356,8
De 25 a 29 años;Mujeres;Valor absoluto;2005T1;345,1
De 25 a 29 años;Mujeres;Valor absoluto;2004T4;339,5
De 25 a 29 años;Mujeres;Valor absoluto;2004T3;348,8
De 25 a 29 años;Mujeres;Valor absoluto;2004T2;349,4
De 25 a 29 años;Mujeres;Valor absoluto;2004T1;357,6
De 25 a 29 años;Mujeres;Valor absoluto;2003T4;349,0
De 25 a 29 años;Mujeres;Valor absoluto;2003T3;350,1
De 25 a 29 años;Mujeres;Valor absoluto;2003T2;363,5
De 25 a 29 años;Mujeres;Valor absoluto;2003T1;373,4
De 25 a 29 años;Mujeres;Valor absoluto;2002T4;396,0
De 25 a 29 años;Mujeres;Valor absoluto;2002T3;393,8
De 25 a 29 años;Mujeres;Valor absoluto;2002T2;405,0
De 25 a 29 años;Mujeres;Valor absoluto;2002T1;397,6
De 25 a 29 años;Mujeres;Porcentaje;2026T1;2,6
De 25 a 29 años;Mujeres;Porcentaje;2025T4;2,4
De 25 a 29 años;Mujeres;Porcentaje;2025T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2025T2;2,5
De 25 a 29 años;Mujeres;Porcentaje;2025T1;2,2
De 25 a 29 años;Mujeres;Porcentaje;2024T4;2,3
De 25 a 29 años;Mujeres;Porcentaje;2024T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2024T2;2,3
De 25 a 29 años;Mujeres;Porcentaje;2024T1;2,3
De 25 a 29 años;Mujeres;Porcentaje;2023T4;2,2
De 25 a 29 años;Mujeres;Porcentaje;2023T3;2,4
De 25 a 29 años;Mujeres;Porcentaje;2023T2;2,3
De 25 a 29 años;Mujeres;Porcentaje;2023T1;2,4
De 25 a 29 años;Mujeres;Porcentaje;2022T4;2,6
De 25 a 29 años;Mujeres;Porcentaje;2022T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2022T2;2,4
De 25 a 29 años;Mujeres;Porcentaje;2022T1;2,2
De 25 a 29 años;Mujeres;Porcentaje;2021T4;2,2
De 25 a 29 años;Mujeres;Porcentaje;2021T3;2,1
De 25 a 29 años;Mujeres;Porcentaje;2021T2;2,1
De 25 a 29 años;Mujeres;Porcentaje;2021T1;2,3
De 25 a 29 años;Mujeres;Porcentaje;2020T4;2,1
De 25 a 29 años;Mujeres;Porcentaje;2020T3;2,3
De 25 a 29 años;Mujeres;Porcentaje;2020T2;2,9
De 25 a 29 años;Mujeres;Porcentaje;2020T1;2,5
De 25 a 29 años;Mujeres;Porcentaje;2019T4;2,5
De 25 a 29 años;Mujeres;Porcentaje;2019T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2019T2;2,6
De 25 a 29 años;Mujeres;Porcentaje;2019T1;2,7
De 25 a 29 años;Mujeres;Porcentaje;2018T4;2,6
De 25 a 29 años;Mujeres;Porcentaje;2018T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2018T2;2,3
De 25 a 29 años;Mujeres;Porcentaje;2018T1;2,3
De 25 a 29 años;Mujeres;Porcentaje;2017T4;2,3
De 25 a 29 años;Mujeres;Porcentaje;2017T3;2,2
De 25 a 29 años;Mujeres;Porcentaje;2017T2;2,2
De 25 a 29 años;Mujeres;Porcentaje;2017T1;2,3
De 25 a 29 años;Mujeres;Porcentaje;2016T4;2,3
De 25 a 29 años;Mujeres;Porcentaje;2016T3;2,3
De 25 a 29 años;Mujeres;Porcentaje;2016T2;2,4
De 25 a 29 años;Mujeres;Porcentaje;2016T1;2,5
De 25 a 29 años;Mujeres;Porcentaje;2015T4;2,4
De 25 a 29 años;Mujeres;Porcentaje;2015T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2015T2;2,4
De 25 a 29 años;Mujeres;Porcentaje;2015T1;2,5
De 25 a 29 años;Mujeres;Porcentaje;2014T4;2,3
De 25 a 29 años;Mujeres;Porcentaje;2014T3;2,3
De 25 a 29 años;Mujeres;Porcentaje;2014T2;2,3
De 25 a 29 años;Mujeres;Porcentaje;2014T1;2,3
De 25 a 29 años;Mujeres;Porcentaje;2013T4;2,3
De 25 a 29 años;Mujeres;Porcentaje;2013T3;2,3
De 25 a 29 años;Mujeres;Porcentaje;2013T2;2,6
De 25 a 29 años;Mujeres;Porcentaje;2013T1;2,4
De 25 a 29 años;Mujeres;Porcentaje;2012T4;2,5
De 25 a 29 años;Mujeres;Porcentaje;2012T3;2,5
De 25 a 29 años;Mujeres;Porcentaje;2012T2;2,5
De 25 a 29 años;Mujeres;Porcentaje;2012T1;2,7
De 25 a 29 años;Mujeres;Porcentaje;2011T4;2,6
De 25 a 29 años;Mujeres;Porcentaje;2011T3;2,7
De 25 a 29 años;Mujeres;Porcentaje;2011T2;2,6
De 25 a 29 años;Mujeres;Porcentaje;2011T1;2,7
De 25 a 29 años;Mujeres;Porcentaje;2010T4;2,6
De 25 a 29 años;Mujeres;Porcentaje;2010T3;2,6
De 25 a 29 años;Mujeres;Porcentaje;2010T2;2,7
De 25 a 29 años;Mujeres;Porcentaje;2010T1;2,6
De 25 a 29 años;Mujeres;Porcentaje;2009T4;2,7
De 25 a 29 años;Mujeres;Porcentaje;2009T3;3,0
De 25 a 29 años;Mujeres;Porcentaje;2009T2;3,0
De 25 a 29 años;Mujeres;Porcentaje;2009T1;2,9
De 25 a 29 años;Mujeres;Porcentaje;2008T4;2,9
De 25 a 29 años;Mujeres;Porcentaje;2008T3;3,0
De 25 a 29 años;Mujeres;Porcentaje;2008T2;3,1
De 25 a 29 años;Mujeres;Porcentaje;2008T1;3,2
De 25 a 29 años;Mujeres;Porcentaje;2007T4;3,2
De 25 a 29 años;Mujeres;Porcentaje;2007T3;3,4
De 25 a 29 años;Mujeres;Porcentaje;2007T2;3,4
De 25 a 29 años;Mujeres;Porcentaje;2007T1;3,4
De 25 a 29 años;Mujeres;Porcentaje;2006T4;3,3
De 25 a 29 años;Mujeres;Porcentaje;2006T3;3,4
De 25 a 29 años;Mujeres;Porcentaje;2006T2;3,4
De 25 a 29 años;Mujeres;Porcentaje;2006T1;3,5
De 25 a 29 años;Mujeres;Porcentaje;2005T4;3,5
De 25 a 29 años;Mujeres;Porcentaje;2005T3;3,6
De 25 a 29 años;Mujeres;Porcentaje;2005T2;3,6
De 25 a 29 años;Mujeres;Porcentaje;2005T1;3,5
De 25 a 29 años;Mujeres;Porcentaje;2004T4;3,4
De 25 a 29 años;Mujeres;Porcentaje;2004T3;3,5
De 25 a 29 años;Mujeres;Porcentaje;2004T2;3,5
De 25 a 29 años;Mujeres;Porcentaje;2004T1;3,6
De 25 a 29 años;Mujeres;Porcentaje;2003T4;3,5
De 25 a 29 años;Mujeres;Porcentaje;2003T3;3,5
De 25 a 29 años;Mujeres;Porcentaje;2003T2;3,6
De 25 a 29 años;Mujeres;Porcentaje;2003T1;3,7
De 25 a 29 años;Mujeres;Porcentaje;2002T4;3,9
De 25 a 29 años;Mujeres;Porcentaje;2002T3;3,9
De 25 a 29 años;Mujeres;Porcentaje;2002T2;4,0
De 25 a 29 años;Mujeres;Porcentaje;2002T1;3,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2026T1;337,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T4;317,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T3;329,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T2;328,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T1;327,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T4;348,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T3;340,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T2;314,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T1;320,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T4;308,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T3;297,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T2;292,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T1;317,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T4;344,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T3;327,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T2;320,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T1;328,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T4;345,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T3;330,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T2;323,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T1;356,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T4;323,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T3;345,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T2;463,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T1;347,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T4;320,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T3;319,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T2;297,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T1;318,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T4;310,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T3;313,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T2;311,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T1;335,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T4;310,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T3;340,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T2;325,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T1;323,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T4;310,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T3;302,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T2;304,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T1;292,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T4;304,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T3;309,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T2;269,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T1;278,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T4;289,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T3;318,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T2;305,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T1;298,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T4;301,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T3;340,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T2;334,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T1;331,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T4;342,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T3;361,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T2;361,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T1;375,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T4;380,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T3;396,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T2;367,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T1;392,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T4;397,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T3;410,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T2;418,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T1;434,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T4;455,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T3;474,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T2;453,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T1;446,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T4;453,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T3;481,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T2;456,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T1;472,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T4;481,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T3;516,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T2;523,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T1;512,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T4;499,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T3;540,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T2;525,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T1;521,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T4;534,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T3;557,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T2;520,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T1;555,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T4;505,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T3;521,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T2;525,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T1;531,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T4;512,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T3;541,0
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T2;540,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T1;544,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T4;559,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T3;562,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T2;556,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T1;568,9
De 30 a 34 años;Ambos sexos;Porcentaje;2026T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2025T4;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2025T3;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2025T2;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2025T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2024T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2024T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2024T2;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2024T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2023T4;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2023T3;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2023T2;1,7
De 30 a 34 años;Ambos sexos;Porcentaje;2023T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2022T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2022T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2022T2;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2022T1;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2021T4;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2021T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2021T2;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2021T1;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2020T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2020T3;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2020T2;2,6
De 30 a 34 años;Ambos sexos;Porcentaje;2020T1;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2019T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2019T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2019T2;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2019T1;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2018T4;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2018T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2018T2;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2018T1;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2017T4;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2017T3;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2017T2;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2017T1;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2016T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2016T3;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2016T2;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2016T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2015T4;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2015T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2015T2;1,7
De 30 a 34 años;Ambos sexos;Porcentaje;2015T1;1,8
De 30 a 34 años;Ambos sexos;Porcentaje;2014T4;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2014T3;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2014T2;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2014T1;1,9
De 30 a 34 años;Ambos sexos;Porcentaje;2013T4;2,0
De 30 a 34 años;Ambos sexos;Porcentaje;2013T3;2,2
De 30 a 34 años;Ambos sexos;Porcentaje;2013T2;2,2
De 30 a 34 años;Ambos sexos;Porcentaje;2013T1;2,1
De 30 a 34 años;Ambos sexos;Porcentaje;2012T4;2,2
De 30 a 34 años;Ambos sexos;Porcentaje;2012T3;2,4
De 30 a 34 años;Ambos sexos;Porcentaje;2012T2;2,4
De 30 a 34 años;Ambos sexos;Porcentaje;2012T1;2,4
De 30 a 34 años;Ambos sexos;Porcentaje;2011T4;2,5
De 30 a 34 años;Ambos sexos;Porcentaje;2011T3;2,6
De 30 a 34 años;Ambos sexos;Porcentaje;2011T2;2,4
De 30 a 34 años;Ambos sexos;Porcentaje;2011T1;2,5
De 30 a 34 años;Ambos sexos;Porcentaje;2010T4;2,6
De 30 a 34 años;Ambos sexos;Porcentaje;2010T3;2,7
De 30 a 34 años;Ambos sexos;Porcentaje;2010T2;2,7
De 30 a 34 años;Ambos sexos;Porcentaje;2010T1;2,8
De 30 a 34 años;Ambos sexos;Porcentaje;2009T4;2,9
De 30 a 34 años;Ambos sexos;Porcentaje;2009T3;3,1
De 30 a 34 años;Ambos sexos;Porcentaje;2009T2;3,0
